"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"1",2,8,2.1166204336456,0.382071409229486,1.43506906403817,1.52974507994259,1.84794959202863,2.09367610103346,2.36029844990682,2.78177410809572,2.92850816922147
"2",3,9,1.65500655717585,0.285134135702278,1.14402866642399,1.21554241636167,1.45482254040072,1.63866081812156,1.83738422929228,2.15023600846944,2.25884068150212
"3",4,10,1.42671374243624,0.242233773460263,0.992010507938209,1.05298665670285,1.25673256011972,1.41302823418558,1.58178621474657,1.8471302583758,1.93916193613751
"4",5,11,1.18600494576333,0.210681004567451,0.809579736246166,0.862007045807693,1.03793740392725,1.17355347277254,1.32050899936977,1.55248284453442,1.63316227903487
"5",6,12,1.22119816418726,0.213588901657881,0.838992244740812,0.892357278257946,1.07116701036828,1.20876867879299,1.35768946689052,1.5924438236713,1.67401218706028
"6",7,13,1.21744489723339,0.209748473220645,0.84156274559015,0.894169213864339,1.07018686452418,1.20542075357252,1.3516043453182,1.58174228676513,1.66163333277098
"7",8,14,1.03022491141783,0.189071882529946,0.693523499153857,0.74016652686472,0.897193265862473,1.01868181840567,1.15068321724772,1.35966465742175,1.43249647544337
"8",9,15,0.711062083420712,0.160245064747584,0.432449680990647,0.469546478604992,0.597445434129987,0.699061368690948,0.811612334926625,0.993523914870426,1.05782890295756
"9",10,16,0.598074382700474,0.161641725054182,0.324417351177021,0.359237185191262,0.482612964197945,0.583576790880531,0.69775938812933,0.886382733181137,0.954041754889292
"10",11,17,0.853706824146506,0.21552481510717,0.484910942506991,0.532706631087577,0.700194166419621,0.835639964769076,0.987554466816012,1.23635490871935,1.32509037735475
"11",12,18,0.841706327839731,0.219608777453169,0.467813432411157,0.515851980149869,0.685070779474835,0.822685995170482,0.977641246499222,1.23246345300463,1.32359468762693
"12",13,19,0.834521061336322,0.225546232793601,0.452674650597355,0.501260387886276,0.673412362653963,0.814291895763686,0.973616195547192,1.23681114028749,1.33121892674028
"13",14,20,1.22166590649195,0.282584152921448,0.732050208053119,0.796862283855007,1.02110178667632,1.19994811706019,1.39858522446043,1.72057127602839,1.83461678328031
"14",15,21,1.27787389000956,0.274383644651421,0.797860493570468,0.86243593989467,1.08369663052684,1.2582900015416,1.45072575594108,1.76013011400973,1.86911487901936
"15",16,22,1.09710805371473,0.241195476089654,0.676404619729383,0.732721832741356,0.92626174539588,1.07948424018526,1.24876438109581,1.52162565707939,1.61790381793747
"16",17,23,1.71373617102769,0.299734340613585,1.17737759455358,1.25226600405859,1.50319391619903,1.69629358117448,1.90527763361164,2.23471395633108,2.34918076348047
"17",18,24,1.52696674834236,0.248723322867744,1.07890560737657,1.14214499157729,1.35267105213278,1.51348357314322,1.68657334346517,1.95778711108651,2.05162570068835
"18",19,25,1.28778178260012,0.209763155906676,0.909905201166272,0.963238731189081,1.14078786632267,1.27641061986072,1.42238750718785,1.65111819141019,1.73025784937938
"19",20,26,1.23719874977833,0.198902438542702,0.878467062657135,0.92919405167094,1.09787490417282,1.22655615580273,1.36492794456518,1.58151112348103,1.65639146389242
"20",21,27,0.963906684388979,0.171227640577542,0.657973073469179,0.700582536702371,0.84356714126424,0.953786947461079,1.07322271786067,1.26175577647596,1.32732670557327
"21",22,28,1.13132634703982,0.192081594160937,0.786624247590439,0.834975869633878,0.996538138069963,1.12047429200167,1.25429255140657,1.46469965597068,1.53767705761561
"22",23,29,1.13506750634993,0.189997732210696,0.793650541849364,0.841644562881371,1.00180482738345,1.12448411670944,1.2568006357554,1.46459655274264,1.53660746896317
"23",24,30,0.855114338529687,0.162503496860346,0.566787869542036,0.606490294573493,0.740634353329537,0.84484275901468,0.958406638537995,1.1387821841996,1.20178632526632
"24",25,31,1.01732084543481,0.186703665628316,0.684836781433611,0.730895582631838,0.885955485671086,1.00592233525329,1.13627035264277,1.34263419906291,1.41455376328926
"25",26,32,0.922283020999886,0.178521253070474,0.606169092931872,0.649555379562099,0.796435267695581,0.910790487005066,1.0356136480909,1.23422029830733,1.30367668898877
"26",27,33,1.11642019615824,0.201525143978581,0.756933109265433,0.806870365169856,0.974708650274977,1.10431811308827,1.24494917300707,1.46725825096524,1.54465373798837
"27",28,34,2.08102324528204,0.269355682364633,1.58685056074056,1.6586594823881,1.89357387609312,2.06941356982245,2.25582162048119,2.54299206069122,2.64115869720248
"28",29,35,1.52684139490206,0.189834590689708,1.17760561764362,1.22857348546829,1.39487725338697,1.51898116494327,1.65024002649719,1.85192338136866,1.92073743131772
"29",30,36,1.31122315764214,0.161780800431615,1.01344592038619,1.05693872585809,1.19878384205251,1.3045756023858,1.4164184078624,1.5881847683814,1.64677059193462
"30",31,37,1.53103301254148,0.168367420864059,1.21890975431307,1.26501174573352,1.41436010417132,1.52486567687755,1.64098466653145,1.81809291698969,1.87819934882993
"31",32,38,1.54044560102804,0.155063574792554,1.25156945501446,1.29456581642744,1.4332160052741,1.53524575909056,1.64200806750796,1.80406343076608,1.85886822095997
"32",33,39,1.65219656876933,0.147370770035018,1.3759996634566,1.41749305972159,1.5505536147864,1.6478169699126,1.74906610170911,1.90183988681583,1.95327986304919
"33",34,40,1.77368569698113,0.137379487088744,1.51464234599424,1.55392557620975,1.67919342321826,1.7701400858473,1.86431335200643,2.00554058195421,2.05287693257775
"34",35,41,1.28771871966611,0.103202602640232,1.09338949388339,1.12279612177077,1.2166889846885,1.28496275710421,1.35574456132125,1.46204245868025,1.49770857901778
"35",36,42,1.31022471640489,0.101179424639654,1.11941760133541,1.14835829447992,1.24063534855328,1.30762118072782,1.37697629948311,1.48097229959455,1.51582639248268
"36",37,43,1.4592078243033,0.102748376090674,1.26476233787031,1.29441375261983,1.38865362904889,1.45679689943041,1.52713411289161,1.63222598184048,1.66735353793529
"37",38,44,1.34962512473323,0.0918963261236501,1.17550942158318,1.2021091319496,1.28655782367205,1.34753995049062,1.41041956980634,1.5042539991968,1.53559000569829
"38",39,45,1.26761487781433,0.0847547491922742,1.10692935253422,1.13150094161124,1.20946592648993,1.26572643321551,1.32370540190018,1.41017061209893,1.43903167075231
"39",40,46,1.18581434535781,0.0792854353387628,1.03549802744187,1.05848398581592,1.13141780753326,1.18404776409178,1.23828528843661,1.31917080691904,1.34616943084842
"40",41,47,1.08726729300468,0.074552599018375,0.946047292124561,0.967613430350591,1.03609689913473,1.08556377483178,1.13658084181676,1.21273214596682,1.23816767098868
"41",42,48,1.16529540209025,0.0772260913316542,1.01883922171181,1.04124522582617,1.11231927286359,1.16358987903631,1.21641248729872,1.2951633983037,1.32144339054814
"42",43,49,1.4108022951393,0.0831770999897448,1.25247143662579,1.27683226864809,1.35384493152752,1.40916799974621,1.46597821527691,1.55034714580737,1.5784203111677
"43",44,50,1.33288947294935,0.0751367951176367,1.18967590160116,1.21175484668461,1.28147041031261,1.33147788462928,1.38276984034904,1.45883922905568,1.48412466185701
"44",45,51,1.42383328898193,0.0736551985120575,1.28311377476251,1.30488577539832,1.37348567225131,1.42256342422882,1.4727966791655,1.54711248175447,1.57176909565994
"45",46,52,1.23815709660548,0.0640501296361718,1.11578823045386,1.13472103480893,1.19437510370323,1.23705282964673,1.28073537420215,1.34535996127811,1.3668012084533
"46",47,53,1.20163547477644,0.0612656848578693,1.08454232856809,1.10266922262294,1.15976452389867,1.2005944199062,1.24237161315426,1.30415290347407,1.32464465548526
"47",48,54,1.19371136992084,0.0596341561983211,1.07967734544683,1.09734456427658,1.15296583383212,1.19271847044956,1.23337458313866,1.29346508581805,1.31338778214769
"48",49,55,1.16779851492344,0.0575549604205548,1.05770311554572,1.07476889041062,1.12848015800936,1.16685311889633,1.20608632908408,1.26405300809821,1.28326635695429
"49",50,56,1.17836443807806,0.0566488630994867,1.06993620577155,1.08675910278411,1.13967671284914,1.17745678061858,1.21606275527371,1.27306590898329,1.29195066215702
"50",51,57,1.18512755433444,0.0554567410724693,1.07891272150594,1.09540829721078,1.14726604205356,1.18426265425533,1.22204626431284,1.27779709432028,1.29625740692749
"51",52,58,1.17864608450532,0.0538711492138843,1.07541167672436,1.09145766451349,1.14187706785063,1.17782544201357,1.21452054063271,1.26863381770512,1.28654401273588
"52",53,59,1.32244893686966,0.0556511141353235,1.21560955582746,1.23226161280615,1.28449948407423,1.32166838466832,1.35954752409911,1.41529881679799,1.43372403242841
"53",54,60,1.2899637868596,0.0519872049528633,1.19006944973315,1.20566002950759,1.25452869271397,1.2892654703063,1.32463765636502,1.37664958274274,1.39382651792335
"54",55,61,1.29846098158008,0.0498050595308395,1.2026666789194,1.21763931308931,1.26452991652571,1.29782424634612,1.33169794838014,1.3814546258754,1.3978737308044
"55",56,62,1.36705892222996,0.0487709955564894,1.27312804409816,1.28783906903695,1.33385490413929,1.36647898367644,1.39963075255476,1.44825700929741,1.46428549035155
"56",57,63,1.30754944148242,0.0449096416384239,1.22099811510567,1.23456691827685,1.27698462203696,1.30703531564413,1.3375538140016,1.382285703341,1.39702245906951
"57",58,64,1.24522958360887,0.041841626583511,1.1645611592319,1.17721475130061,1.21675820991975,1.24476096733827,1.27319011959473,1.31484291610934,1.32856107763455
"58",59,65,1.24939995365109,0.0405425025774845,1.17119141615966,1.18346973484914,1.22182068109651,1.24896145197758,1.27650121550828,1.31682594794483,1.33010042685827
"59",60,66,1.35723394438893,0.0407798473064841,1.27847369727031,1.29086084512309,1.32951026767101,1.35682553851392,1.38451241626181,1.42500015811541,1.43831510196588
"60",61,67,1.43435802343717,0.0395289973367785,1.35791951443733,1.36996379437562,1.40750188925852,1.43399491760601,1.4608183331867,1.49999084292772,1.51286001315562
"61",62,68,1.33475269717016,0.0354620136749505,1.26614505843827,1.27696339948003,1.31066583253796,1.33443865602474,1.3584972227271,1.39361322042438,1.40514498994002
"62",63,69,1.30667355981046,0.0333764345708478,1.24206813852442,1.25226314503595,1.28400928016406,1.30638939209941,1.32902806529015,1.36205329862611,1.37289386947341
"63",64,70,1.27039319304899,0.0314788561624218,1.20943784730831,1.21906230635507,1.24902168639642,1.27013319944269,1.2914812777196,1.3226109433556,1.33282604957206
"64",65,71,1.26105955981717,0.0301995839824998,1.20255740601224,1.21180020716347,1.24056098103268,1.26081849695741,1.28129535299017,1.31114120128327,1.32093164406762
"65",66,72,1.25968345937561,0.0290857920810998,1.20331508912004,1.21222642556337,1.23994527905628,1.25945960510437,1.27917761314657,1.30790408167461,1.31732396644376
"66",67,73,1.16517888274196,0.0269396340973264,1.11297056775835,1.12122404843248,1.14689698047933,1.16497126915815,1.18323446265539,1.20984190699389,1.21856704064989
"67",68,74,1.20389028082107,0.0269017197263042,1.15173553659678,1.15998527082802,1.18563777916086,1.20368990788077,1.22192435307287,1.24847878209878,1.25718372077435
"68",69,75,1.24431746663876,0.0265791834314757,1.19276303176787,1.20092374221257,1.22628841883001,1.24412822396652,1.2621402180938,1.28835671579532,1.29694734582681
"69",70,76,1.21648343628732,0.0253012164948162,1.16739425107228,1.17516794913078,1.19932376086702,1.21630803037977,1.23345189891743,1.25839724958202,1.26656943337745
"70",71,77,1.27103459661325,0.0250638662213277,1.22238010603939,1.2300910948795,1.25404067620767,1.27086985341531,1.28784892763381,1.31254005284678,1.32062530461071
"71",72,78,1.21630210691524,0.023483142519254,1.17070691570652,1.17793524532366,1.20038166869825,1.21615098059107,1.23205779967223,1.25518447452999,1.26275613253052
"72",73,79,1.28226618012585,0.0233848108420468,1.23683805407961,1.24404556584119,1.26641683618834,1.2821240259181,1.29796055911808,1.32097169560452,1.32850215343052
"73",74,80,1.37318061123129,0.0231328326350689,1.32821131885943,1.335353322159,1.35750775575457,1.3730507135468,1.38871186266352,1.41145099324715,1.41888809879758
"74",75,81,1.31057870585688,0.0212222005002992,1.26931039807515,1.27586775210896,1.29620279566625,1.31046415727538,1.32482974430128,1.34568039530327,1.35249798163549
"75",76,82,1.33390741756006,0.0204139720313926,1.2941934878076,1.30050796890764,1.32008222838793,1.33380328127986,1.34761908557303,1.36766208454631,1.37421314346426
"76",77,83,1.23549136628013,0.0186475933169685,1.19921006010692,1.20497964642604,1.22286314102743,1.23539754988412,1.248017320282,1.26632310239278,1.27230582176994
"77",78,84,1.15122175138736,0.0174493847133568,1.11727277886233,1.12267121599898,1.13940475903194,1.15113359087995,1.16294263810094,1.18007301028692,1.18567173136013
"78",79,85,1.25266480481898,0.0179434490037184,1.21774036339177,1.22329730139478,1.24051588616237,1.25257913054394,1.26472032807431,1.28232455095233,1.28807612483238
"79",80,86,1.16052076989126,0.0166048292457408,1.12820151154549,1.13334399133105,1.14927823435039,1.16044157641874,1.17167697489451,1.18796768455581,1.19329007705441
"80",81,87,1.08126693477452,0.0157256435227177,1.05066243125039,1.0555312287429,1.07061900431512,1.08119069927821,1.09183175926424,1.107262686995,1.1123046771871
"81",82,88,1.18871824096485,0.0164424131217612,1.1567076546024,1.16180279259403,1.17758706658,1.18864243105058,1.19976677327685,1.21589228379856,1.22115964778459
"82",83,89,1.23666219670306,0.0162779453718934,1.20496143272643,1.210009723332,1.22564430673649,1.23659077628727,1.24760222965345,1.26355829153847,1.2687688361316
"83",84,90,1.27646853058987,0.0158992048541262,1.24549465264612,1.25042973430367,1.26570900237021,1.27640251972087,1.28715609883229,1.30273249586839,1.30781754212987
"84",85,91,1.26521990006077,0.0151182859932761,1.23576007706371,1.24045565767776,1.25499021421556,1.2651596837465,1.27538394268792,1.29018954567726,1.29502192679487
"85",86,92,1.14897520174333,0.0138173353504702,1.12205144715627,1.12634256578243,1.13962560602745,1.14891981409017,1.15826441808063,1.17179676994464,1.17621371922628
"86",87,93,1.17852727028041,0.0137731718975192,1.1516851287534,1.15596429722993,1.16920839284614,1.17847361610443,1.18778765802909,1.20127326251789,1.20567432354422
"87",88,94,1.19191430557927,0.0135142453806878,1.16557229925839,1.16977280275863,1.18277145923635,1.19186322991721,1.20100147312503,1.2142300320383,1.21854657020939
"88",89,95,1.08237602411858,0.0125176693740863,1.05797924579344,1.06186892014577,1.07390688766904,1.08232776892165,1.0907925564337,1.10304773087613,1.10704703228998
"89",90,96,0.939004734223708,0.0116115233772069,0.916382867859847,0.919987456036173,0.931147011039734,0.938956872820238,0.946810282580456,0.958185271947593,0.961898592475951
"90",91,97,0.915175864179124,0.0117720871361259,0.892246754822395,0.895898973632637,0.907208438915548,0.915125389116692,0.923088265421452,0.934624929698116,0.93839181855864
"91",92,98,0.897064672496885,0.0119590659174188,0.873776702401424,0.877484814125384,0.888969699632955,0.897011529635264,0.905101713127358,0.916825805955132,0.920654648419684
"92",93,99,1.02688197765831,0.0131181362915036,1.00132999370315,1.00540025481142,1.01800374476074,1.02682611799796,1.0356993166579,1.0485542428227,1.05275140680785
"93",94,100,0.953296542400862,0.0125296191840192,0.928895289933747,0.932781201115799,0.944815787714547,0.953241648761551,0.961717456284401,0.9739991308282,0.978009750217993
"94",95,101,0.96768334922938,0.0127562288357405,0.942841248382446,0.946797252897327,0.959049124063199,0.967627297939978,0.976256471613605,0.988760641553333,0.992843984237981
"95",96,102,1.0451958580627,0.0133412095380215,1.01920923174732,1.02334875994326,1.03616667606179,1.04513909480888,1.05416316113725,1.06723658073786,1.07150506461027
"96",97,103,1.13626471260615,0.0137462317355163,1.10948044769346,1.11374911047011,1.12696305288859,1.13620928032119,1.14550594429342,1.15896939922733,1.16336399404614
"97",98,104,1.13941918521379,0.0133636650501446,1.11337565022897,1.11752737877338,1.13037727890583,1.13936694044146,1.14840413826171,1.16148920324032,1.16575962242064
"98",99,105,1.08188081789996,0.0126835938698539,1.05716256888133,1.06110304093551,1.0732990612942,1.08183125229149,1.09040854186533,1.10282766758318,1.10688074370001
"99",100,106,1.03101402665345,0.0122439155199078,1.00715440847419,1.01095758021244,1.02272942506622,1.03096555908966,1.0392457926092,1.05123580028779,1.05514908151499
"100",101,107,1.10446543746368,0.0126726813252586,1.07976544660484,1.0837037243041,1.09589163002221,1.10441696888829,1.1129864081592,1.12539248125923,1.12944087078631
"101",102,108,1.08307030186345,0.012322193053002,1.05905230238329,1.0628821107978,1.07473383385161,1.08302357197076,1.09135582850601,1.10341789276134,1.10735386304062
"102",103,109,1.01084857228426,0.0117566842491,0.987935676908224,0.991588595556561,1.00289416124391,1.01080299390575,1.01875329725522,1.03026402093133,1.03402048538869
"103",104,110,0.962770704157632,0.0115223904063559,0.94031812819399,0.943896779518073,0.95497411796736,0.962724738088676,0.970517181657391,0.981801423169786,0.985484501032499
"104",105,111,0.926473140438639,0.0114539336076164,0.90415826359153,0.907713943140452,0.918722066840011,0.926425939427607,0.934172759119088,0.94539334461533,0.949056256225785
"105",106,112,0.96554819168342,0.0119142753283669,0.9423361971363,0.946034888046003,0.957485647066974,0.96549918716386,0.973557315334427,0.985228654128045,0.989038674343254
"106",107,113,0.904121250490192,0.0116039980979642,0.881519220737728,0.885119416550726,0.896267648308662,0.90407160690633,0.911920735063362,0.923292423153418,0.92700540005372
"107",108,114,0.793460253079135,0.0110946988463508,0.771862349099198,0.775299717827012,0.785949072994581,0.793408542479579,0.800915062295125,0.811797177859402,0.815352023411243
"108",109,115,0.763084018078473,0.0113808363748354,0.74093918810621,0.744461201467498,0.755377232482007,0.763027439892197,0.770729126581599,0.781899828022744,0.785550376319566
"109",110,116,0.730615100948103,0.0116608616707968,0.707937015409329,0.711541078650744,0.722716520086301,0.73055306479895,0.738446054925827,0.749900734221434,0.753645731678062
"110",111,117,0.782757336737661,0.0126685472845073,0.758122206095969,0.762036645203103,0.774175686941227,0.782688993037204,0.791264483671085,0.803711154891032,0.807780857714309
"111",112,118,0.751932707526282,0.0128023277494222,0.727047692019244,0.730999398246977,0.743258522024481,0.751860051742782,0.760527689527567,0.773113852370355,0.777230618354069
"112",113,119,0.766035281076157,0.0134171607233452,0.739961415443219,0.74410042332425,0.756943352427693,0.765956948335575,0.775041817695446,0.788237339039374,0.792554303496073
